QueryId,DocumentId,relevance
251,clueweb12-0000wb-17-37013,0.11476769911504425
251,clueweb12-0401wb-99-08601,0.11476769911504425
251,clueweb12-0610wb-29-30160,0.11476769911504425
251,clueweb12-1013wb-15-30773,0.11476769911504425
251,clueweb12-0000wb-74-21553,0.11476769911504425
251,clueweb12-0002wb-43-36058,0.11476769911504425
251,clueweb12-0706wb-72-04683,0.11476769911504425
251,clueweb12-1401wb-01-06927,0.11476769911504425
251,clueweb12-1503wb-27-04834,0.11476769911504425
251,clueweb12-0914wb-55-06518,0.11476769911504425
251,clueweb12-1412wb-23-11164,0.11476769911504425
251,clueweb12-1310wb-25-05260,0.11476769911504425
251,clueweb12-0311wb-57-05410,0.11476769911504425
251,clueweb12-0109wb-20-20925,0.11476769911504425
251,clueweb12-0302wb-50-22339,0.11476769911504425
251,clueweb12-0303wb-73-15207,0.11476769911504425
251,clueweb12-1813wb-34-18088,0.11476769911504425
251,clueweb12-1908wb-89-06577,0.11476769911504425
251,clueweb12-0101wb-00-27576,0.11476769911504425
251,clueweb12-0109wb-78-15059,0.11476769911504425
251,clueweb12-1412wb-40-17282,0.11476769911504425
251,clueweb12-0303wb-06-10702,0.11476769911504425
251,clueweb12-0112wb-44-22651,0.11476769911504425
251,clueweb12-0005wb-51-29086,0.11476769911504425
251,clueweb12-1705wb-33-15411,0.11476769911504425
251,clueweb12-1007wb-84-17206,0.11476769911504425
251,clueweb12-1013wb-43-20520,0.11476769911504425
251,clueweb12-0007wb-20-06819,0.11476769911504425
251,clueweb12-0402wb-83-04974,0.11476769911504425
251,clueweb12-0406wb-29-05674,0.11476769911504425
251,clueweb12-0609wb-12-22829,0.11476769911504425
251,clueweb12-0101wb-35-18621,0.11476769911504425
251,clueweb12-0202wb-61-05443,0.11476769911504425
251,clueweb12-1912wb-65-25306,0.11476769911504425
251,clueweb12-0900tw-83-04095,0.11476769911504425
251,clueweb12-1704wb-55-08156,0.11476769911504425
251,clueweb12-0002wb-34-11089,0.11476769911504425
251,clueweb12-0903wb-22-21103,0.11476769911504425
251,clueweb12-1509wb-50-04533,0.11476769911504425
251,clueweb12-1910wb-36-10033,0.11476769911504425
251,clueweb12-1900wb-70-00615,0.11476769911504425
251,clueweb12-0202wb-49-10113,0.11476769911504425
251,clueweb12-0310wb-58-26404,0.11476769911504425
251,clueweb12-1908wb-77-10707,0.11476769911504425
251,clueweb12-0211wb-73-14210,0.11476769911504425
251,clueweb12-1414wb-69-21961,0.11476769911504425
251,clueweb12-0002wb-32-28232,0.11476769911504425
251,clueweb12-0111wb-74-29209,0.11476769911504425
251,clueweb12-0302wb-27-00643,0.11476769911504425
251,clueweb12-0311wb-18-27400,0.11476769911504425
251,clueweb12-1910wb-38-07621,0.11476769911504425
251,clueweb12-0300wb-82-24885,0.11476769911504425
251,clueweb12-1811wb-92-31956,0.11476769911504425
251,clueweb12-1912wb-34-27442,0.11476769911504425
251,clueweb12-0400wb-50-06936,0.11476769911504425
251,clueweb12-0310wb-58-26418,0.11476769911504425
251,clueweb12-1415wb-77-00097,0.11476769911504425
251,clueweb12-1212wb-51-12604,0.11476769911504425
251,clueweb12-1414wb-55-24601,0.11476769911504425
251,clueweb12-0401wb-42-12362,0.11476769911504425
251,clueweb12-1610wb-34-27046,0.11476769911504425
251,clueweb12-0910wb-01-05997,0.11476769911504425
251,clueweb12-1305wb-55-03547,0.11476769911504425
251,clueweb12-0919wb-95-08136,0.11476769911504425
251,clueweb12-1907wb-57-18408,0.11476769911504425
251,clueweb12-0707wb-37-19271,0.11476769911504425
251,clueweb12-0706wb-72-04713,0.11476769911504425
251,clueweb12-0006wb-33-07822,0.11476769911504425
251,clueweb12-0702wb-30-23512,0.11476769911504425
251,clueweb12-1507wb-21-29768,0.11476769911504425
251,clueweb12-1214wb-55-01534,0.11476769911504425
251,clueweb12-1005wb-19-24564,0.11476769911504425
251,clueweb12-1004wb-00-20702,0.11476769911504425
251,clueweb12-0312wb-14-01083,0.11476769911504425
251,clueweb12-0000wb-58-28747,0.11476769911504425
251,clueweb12-0310wb-26-14871,0.11476769911504425
251,clueweb12-0813wb-59-12212,0.11476769911504425
251,clueweb12-0008wb-68-25416,0.11476769911504425
251,clueweb12-0302wb-33-32222,0.11476769911504425
251,clueweb12-0310wb-18-15930,0.11476769911504425
251,clueweb12-0009wb-84-05363,0.11476769911504425
251,clueweb12-0300wb-19-13046,0.11476769911504425
251,clueweb12-0002wb-13-25531,0.11476769911504425
251,clueweb12-1411wb-86-24279,0.11476769911504425
251,clueweb12-0002wb-97-13218,0.11476769911504425
251,clueweb12-0802wb-65-03942,0.11476769911504425
251,clueweb12-1006wb-55-09277,0.11476769911504425
251,clueweb12-0100wb-14-14267,0.11476769911504425
251,clueweb12-1310wb-72-29620,0.11476769911504425
251,clueweb12-1009wb-72-03346,0.028471818710052294
251,clueweb12-0407wb-60-21817,0.028471818710052294
251,clueweb12-0817wb-93-15824,0.028471818710052294
251,clueweb12-0000wb-64-04624,0.028471818710052294
251,clueweb12-0000wb-53-12943,0.028471818710052294
251,clueweb12-1006wb-82-24719,0.028471818710052294
251,clueweb12-1911wb-86-16223,0.028471818710052294
251,clueweb12-0001wb-61-14139,0.028471818710052294
251,clueweb12-0006wb-17-31868,0.028471818710052294
251,clueweb12-0310wb-07-25860,0.028471818710052294
251,clueweb12-0000wb-53-12929,0.028471818710052294
252,clueweb12-0107wb-03-19364,0.11476769911504425
252,clueweb12-0201wb-50-22141,0.11476769911504425
252,clueweb12-0411wb-31-01428,0.11476769911504425
252,clueweb12-0602wb-87-12029,0.11476769911504425
252,clueweb12-0701wb-12-04139,0.11476769911504425
252,clueweb12-0305wb-26-29429,0.11476769911504425
252,clueweb12-1910wb-53-04424,0.11476769911504425
252,clueweb12-0700wb-61-05549,0.11476769911504425
252,clueweb12-1110wb-87-15284,0.11476769911504425
252,clueweb12-1216wb-32-00776,0.11476769911504425
252,clueweb12-1803wb-42-16482,0.11476769911504425
252,clueweb12-0209wb-21-27256,0.11476769911504425
252,clueweb12-0603wb-64-21780,0.11476769911504425
252,clueweb12-0818wb-81-06717,0.11476769911504425
252,clueweb12-0105wb-16-11268,0.11476769911504425
252,clueweb12-0604wb-30-32864,0.11476769911504425
252,clueweb12-0818wb-53-25680,0.11476769911504425
252,clueweb12-1315wb-47-10184,0.11476769911504425
252,clueweb12-1703wb-89-25866,0.11476769911504425
252,clueweb12-0106wb-42-06146,0.11476769911504425
252,clueweb12-1913wb-31-10966,0.11476769911504425
252,clueweb12-0211wb-03-23582,0.11476769911504425
252,clueweb12-0006wb-67-21389,0.11476769911504425
252,clueweb12-0204wb-12-05197,0.11476769911504425
252,clueweb12-0200wb-91-17629,0.11476769911504425
252,clueweb12-0603wb-73-02664,0.11476769911504425
252,clueweb12-1415wb-64-10758,0.11476769911504425
252,clueweb12-0202wb-85-26867,0.11476769911504425
252,clueweb12-1206wb-40-25914,0.11476769911504425
252,clueweb12-0107wb-60-30991,0.11476769911504425
252,clueweb12-0008wb-31-10332,0.11476769911504425
252,clueweb12-0900wb-33-02600,0.11476769911504425
252,clueweb12-1616wb-93-32179,0.11476769911504425
252,clueweb12-1501wb-68-27404,0.11476769911504425
252,clueweb12-0107wb-55-25358,0.11476769911504425
252,clueweb12-1806wb-52-12946,0.11476769911504425
252,clueweb12-0701wb-39-11867,0.11476769911504425
252,clueweb12-0010wb-87-17588,0.11476769911504425
252,clueweb12-1103wb-98-17024,0.11476769911504425
252,clueweb12-0709wb-24-01605,0.11476769911504425
252,clueweb12-0106wb-49-28014,0.11476769911504425
252,clueweb12-0713wb-58-03136,0.11476769911504425
252,clueweb12-0705wb-84-28693,0.11476769911504425
252,clueweb12-0107wb-79-01805,0.11476769911504425
252,clueweb12-1405wb-60-20441,0.11476769911504425
252,clueweb12-0209wb-96-17194,0.11476769911504425
252,clueweb12-0202wb-76-17624,0.11476769911504425
252,clueweb12-1617wb-27-35611,0.11476769911504425
252,clueweb12-1908wb-12-16646,0.11476769911504425
252,clueweb12-0707wb-01-21916,0.11476769911504425
252,clueweb12-1504wb-93-09380,0.11476769911504425
252,clueweb12-1807wb-19-08378,0.028471818710052294
252,clueweb12-0904wb-10-06820,0.028471818710052294
252,clueweb12-0206wb-87-28974,0.028471818710052294
252,clueweb12-1701wb-78-19800,0.028471818710052294
252,clueweb12-0911wb-12-05178,0.028471818710052294
252,clueweb12-0111wb-86-25860,0.028471818710052294
252,clueweb12-0210wb-54-02071,0.028471818710052294
252,clueweb12-1614wb-75-03141,0.028471818710052294
252,clueweb12-0605wb-84-18851,0.028471818710052294
252,clueweb12-1305wb-70-04822,0.028471818710052294
252,clueweb12-1900tw-39-01993,0.028471818710052294
252,clueweb12-0111wb-79-10019,0.028471818710052294
252,clueweb12-0205wb-27-10435,0.028471818710052294
252,clueweb12-0206wb-54-22903,0.028471818710052294
252,clueweb12-1105wb-57-27836,0.028471818710052294
252,clueweb12-0210wb-91-24420,0.028471818710052294
252,clueweb12-1414wb-36-01401,0.028471818710052294
252,clueweb12-0111wb-92-17865,0.028471818710052294
252,clueweb12-0111wb-15-00841,0.028471818710052294
252,clueweb12-0603wb-82-18322,0.028471818710052294
252,clueweb12-1501wb-97-13254,0.028471818710052294
252,clueweb12-0205wb-41-23589,0.028471818710052294
252,clueweb12-0204wb-91-10293,0.028471818710052294
252,clueweb12-0210wb-79-16021,0.028471818710052294
252,clueweb12-0205wb-63-22793,0.028471818710052294
252,clueweb12-0705wb-26-30129,0.028471818710052294
252,clueweb12-0905wb-29-17092,0.028471818710052294
252,clueweb12-0206wb-16-15736,0.028471818710052294
252,clueweb12-0210wb-73-09441,0.028471818710052294
252,clueweb12-0207wb-09-32957,0.028471818710052294
252,clueweb12-0012wb-23-15684,0.028471818710052294
252,clueweb12-0711wb-29-11759,0.028471818710052294
252,clueweb12-0207wb-09-22511,0.028471818710052294
252,clueweb12-1902wb-76-29540,0.028471818710052294
252,clueweb12-0819wb-08-17813,0.028471818710052294
252,clueweb12-1014wb-26-16562,0.028471818710052294
252,clueweb12-1802wb-44-24651,0.028471818710052294
252,clueweb12-0205wb-11-06502,0.028471818710052294
252,clueweb12-0206wb-46-19660,0.028471818710052294
252,clueweb12-0106wb-84-00867,0.028471818710052294
252,clueweb12-1907wb-11-28137,0.028471818710052294
252,clueweb12-0712wb-54-10294,0.028471818710052294
252,clueweb12-1804wb-00-13582,0.028471818710052294
252,clueweb12-0709wb-53-21040,0.028471818710052294
252,clueweb12-1203wb-95-18687,0.028471818710052294
252,clueweb12-1414wb-36-01387,0.028471818710052294
252,clueweb12-0108wb-37-16190,0.028471818710052294
252,clueweb12-0311wb-12-07924,0.028471818710052294
252,clueweb12-1902wb-71-27146,0.028471818710052294
253,clueweb12-1806wb-99-16658,0.11476769911504425
253,clueweb12-1814wb-61-16710,0.11476769911504425
253,clueweb12-1717wb-23-07595,0.11476769911504425
253,clueweb12-0610wb-51-05906,0.11476769911504425
253,clueweb12-0606wb-36-17609,0.11476769911504425
253,clueweb12-0102wb-42-16190,0.11476769911504425
253,clueweb12-0603wb-26-29025,0.11476769911504425
253,clueweb12-1301wb-99-25227,0.11476769911504425
253,clueweb12-1113wb-24-23160,0.11476769911504425
253,clueweb12-0108wb-32-24161,0.11476769911504425
253,clueweb12-0918wb-06-18647,0.11476769911504425
253,clueweb12-0700tw-29-09153,0.11476769911504425
253,clueweb12-0601wb-94-34620,0.11476769911504425
253,clueweb12-0807wb-22-25760,0.11476769911504425
253,clueweb12-1113wb-05-18208,0.11476769911504425
253,clueweb12-0209wb-71-25114,0.11476769911504425
253,clueweb12-1812wb-50-06645,0.11476769911504425
253,clueweb12-0110wb-52-30735,0.11476769911504425
253,clueweb12-0209wb-39-15082,0.11476769911504425
253,clueweb12-0403wb-01-04205,0.11476769911504425
253,clueweb12-1407wb-08-01430,0.11476769911504425
253,clueweb12-1404wb-77-20210,0.11476769911504425
253,clueweb12-1009wb-71-17326,0.11476769911504425
253,clueweb12-0407wb-08-15429,0.11476769911504425
253,clueweb12-0203wb-21-16455,0.11476769911504425
253,clueweb12-1907wb-84-06341,0.11476769911504425
253,clueweb12-1212wb-24-07661,0.11476769911504425
253,clueweb12-0302wb-68-10519,0.11476769911504425
253,clueweb12-1118wb-68-09602,0.11476769911504425
253,clueweb12-1206wb-78-14985,0.11476769911504425
253,clueweb12-0808wb-58-05291,0.11476769911504425
253,clueweb12-1406wb-96-06850,0.11476769911504425
253,clueweb12-1302wb-26-01229,0.11476769911504425
253,clueweb12-0302wb-98-18386,0.11476769911504425
253,clueweb12-1800tw-57-21138,0.11476769911504425
253,clueweb12-0009wb-94-15135,0.11476769911504425
253,clueweb12-0904wb-27-10244,0.11476769911504425
253,clueweb12-1207wb-41-27688,0.11476769911504425
253,clueweb12-1715wb-91-21209,0.11476769911504425
253,clueweb12-0916wb-33-17314,0.11476769911504425
253,clueweb12-0110wb-57-09947,0.11476769911504425
253,clueweb12-0111wb-04-01106,0.11476769911504425
253,clueweb12-1900wb-85-07545,0.11476769911504425
253,clueweb12-1200wb-31-22106,0.11476769911504425
253,clueweb12-0205wb-15-02282,0.11476769911504425
253,clueweb12-1207wb-00-20715,0.11476769911504425
253,clueweb12-0100wb-08-33231,0.11476769911504425
253,clueweb12-1401wb-66-19350,0.11476769911504425
253,clueweb12-1116wb-63-23654,0.11476769911504425
253,clueweb12-0011wb-02-14404,0.11476769911504425
253,clueweb12-0300wb-95-24132,0.11476769911504425
253,clueweb12-0504wb-38-29046,0.11476769911504425
253,clueweb12-0203wb-88-08922,0.11476769911504425
253,clueweb12-1401wb-76-04537,0.11476769911504425
253,clueweb12-1505wb-50-04131,0.11476769911504425
253,clueweb12-0400tw-39-22213,0.11476769911504425
253,clueweb12-1907wb-36-11747,0.11476769911504425
253,clueweb12-0405wb-06-00139,0.11476769911504425
253,clueweb12-1402wb-88-01105,0.11476769911504425
253,clueweb12-0806wb-83-11847,0.11476769911504425
253,clueweb12-1100tw-66-12952,0.11476769911504425
253,clueweb12-0307wb-74-28471,0.11476769911504425
253,clueweb12-0101wb-26-22692,0.11476769911504425
253,clueweb12-0311wb-69-08769,0.11476769911504425
253,clueweb12-0602wb-31-21984,0.11476769911504425
253,clueweb12-0604wb-23-25305,0.11476769911504425
253,clueweb12-1702wb-95-23938,0.11476769911504425
253,clueweb12-1103wb-58-17996,0.11476769911504425
253,clueweb12-1400wb-76-02253,0.11476769911504425
253,clueweb12-0713wb-40-03785,0.11476769911504425
253,clueweb12-1205wb-28-10799,0.11476769911504425
253,clueweb12-0007wb-20-08542,0.11476769911504425
253,clueweb12-0105wb-90-12188,0.11476769911504425
253,clueweb12-0008wb-72-15117,0.11476769911504425
253,clueweb12-0506wb-12-18701,0.11476769911504425
253,clueweb12-0004wb-70-05307,0.11476769911504425
253,clueweb12-1714wb-26-18904,0.11476769911504425
253,clueweb12-1200wb-38-13114,0.11476769911504425
253,clueweb12-0306wb-69-27640,0.11476769911504425
253,clueweb12-1900tw-16-20095,0.11476769911504425
253,clueweb12-0312wb-01-13528,0.11476769911504425
253,clueweb12-1801wb-95-23539,0.11476769911504425
253,clueweb12-0300tw-88-22729,0.11476769911504425
253,clueweb12-0107wb-68-31468,0.11476769911504425
253,clueweb12-0001wb-08-07834,0.11476769911504425
253,clueweb12-0201wb-84-23372,0.11476769911504425
253,clueweb12-0108wb-91-30936,0.11476769911504425
253,clueweb12-1400wb-80-03117,0.11476769911504425
253,clueweb12-0807wb-65-20925,0.11476769911504425
253,clueweb12-1605wb-46-09944,0.028471818710052294
253,clueweb12-1101tw-05-07627,0.028471818710052294
253,clueweb12-0002wb-69-30719,0.028471818710052294
253,clueweb12-0307wb-35-14992,0.028471818710052294
253,clueweb12-1407wb-19-02907,0.028471818710052294
253,clueweb12-1913wb-44-17344,0.028471818710052294
253,clueweb12-1911wb-42-20853,0.028471818710052294
253,clueweb12-1408wb-03-00153,0.028471818710052294
253,clueweb12-0405wb-10-23884,0.028471818710052294
253,clueweb12-1806wb-33-30469,0.028471818710052294
253,clueweb12-0102wb-67-22877,0.028471818710052294
254,clueweb12-0311wb-35-25956,0.11476769911504425
254,clueweb12-0004wb-07-19744,0.11476769911504425
254,clueweb12-0813wb-28-34511,0.11476769911504425
254,clueweb12-1009wb-58-12521,0.11476769911504425
254,clueweb12-0812wb-13-00914,0.11476769911504425
254,clueweb12-0911wb-76-02509,0.11476769911504425
254,clueweb12-1714wb-08-26670,0.11476769911504425
254,clueweb12-1312wb-70-03320,0.11476769911504425
254,clueweb12-0012wb-67-26920,0.11476769911504425
254,clueweb12-1110wb-45-18927,0.11476769911504425
254,clueweb12-0405wb-39-18189,0.11476769911504425
254,clueweb12-1602wb-28-06218,0.11476769911504425
254,clueweb12-0806wb-16-21192,0.11476769911504425
254,clueweb12-1501wb-98-07341,0.11476769911504425
254,clueweb12-1211wb-49-08463,0.11476769911504425
254,clueweb12-0000tw-14-03004,0.11476769911504425
254,clueweb12-0501wb-04-22060,0.11476769911504425
254,clueweb12-0502wb-56-23850,0.11476769911504425
254,clueweb12-0404wb-37-07707,0.11476769911504425
254,clueweb12-0104wb-53-11826,0.11476769911504425
254,clueweb12-1301wb-30-06193,0.11476769911504425
254,clueweb12-0918wb-43-20583,0.11476769911504425
254,clueweb12-1312wb-49-04922,0.11476769911504425
254,clueweb12-0911wb-52-13620,0.11476769911504425
254,clueweb12-0009wb-00-10389,0.11476769911504425
254,clueweb12-0304wb-43-15655,0.11476769911504425
254,clueweb12-0204wb-77-15988,0.11476769911504425
254,clueweb12-1316wb-37-06453,0.11476769911504425
254,clueweb12-0204wb-47-29812,0.11476769911504425
254,clueweb12-0913wb-10-21917,0.11476769911504425
254,clueweb12-1807wb-56-17889,0.11476769911504425
254,clueweb12-0908wb-42-02789,0.11476769911504425
254,clueweb12-0301wb-21-22531,0.11476769911504425
254,clueweb12-1408wb-87-03898,0.11476769911504425
254,clueweb12-0308wb-33-13619,0.11476769911504425
254,clueweb12-0006wb-89-24956,0.11476769911504425
254,clueweb12-0201wb-07-03390,0.11476769911504425
254,clueweb12-1602wb-38-33486,0.11476769911504425
254,clueweb12-1103wb-43-18357,0.11476769911504425
254,clueweb12-0205wb-54-28496,0.11476769911504425
254,clueweb12-0207wb-05-17094,0.11476769911504425
254,clueweb12-1304wb-06-19995,0.11476769911504425
254,clueweb12-0003wb-33-25511,0.11476769911504425
254,clueweb12-0005wb-06-30577,0.11476769911504425
254,clueweb12-0108wb-85-10096,0.11476769911504425
254,clueweb12-1713wb-91-17164,0.11476769911504425
254,clueweb12-0401wb-71-13694,0.11476769911504425
254,clueweb12-0812wb-93-13149,0.11476769911504425
254,clueweb12-0602wb-20-22290,0.11476769911504425
254,clueweb12-0512wb-28-16197,0.11476769911504425
254,clueweb12-0008wb-78-18652,0.11476769911504425
254,clueweb12-1314wb-76-08929,0.11476769911504425
254,clueweb12-1502wb-15-31219,0.11476769911504425
254,clueweb12-0008wb-45-04339,0.11476769911504425
254,clueweb12-0001wb-67-14676,0.11476769911504425
254,clueweb12-0402wb-12-10750,0.028471818710052294
254,clueweb12-0911wb-62-24121,0.028471818710052294
254,clueweb12-0805wb-37-05848,0.028471818710052294
254,clueweb12-0108wb-23-21772,0.028471818710052294
254,clueweb12-1805wb-16-11255,0.028471818710052294
254,clueweb12-1616wb-20-20585,0.028471818710052294
254,clueweb12-0100wb-35-12080,0.028471818710052294
254,clueweb12-0911wb-44-11162,0.028471818710052294
254,clueweb12-0608wb-49-25141,0.028471818710052294
